SampleID,Q-001使用している,Q-002使用中のブランド(V),Q3_好きなところ(FA),Q4_嫌いなところ(FA),Q5_他に使用してみたいブランドの有無(V),Q5_2_他に使用してみたいブランド(V),Q6_理由(FA),Q7_年代(V),Q8_婚姻(V),Q9_ファンデーションのタイプ(V),Q10_購入場所(V),Q11_感じていること・要望など(FA)
8070,1,その他,手ごろな値段,ない,ない,,,40-49歳,既婚（子供あり）,リキッドタイプ,食品スーパー,自分の顔色に合ったものを探すのがたいへん
8071,1,カネボウ（メーカー）,安いところいつも使っているから,特になし,ない,,,50-59歳,既婚（子供あり）,パウダリータイプ,大型スーパー,特にない
8072,1,プラウディア,もちがいい。シミが隠せる,値段が高い,ない,,,20-24歳,未婚,パウダリータイプ,ドラッグストア,もっといろいろなカラーが欲しい
8073,1,ルティーナ,のびが良くて、薄くてもカバー力があり、匂いもないところ。,今、使用しているリキッドファンデーションの容器がガラスなので、捨てる時の分別が面倒なところが不便。,ある,SK-Ⅱ,高くてシリーズで揃えるのは難しいけど、雑誌などの紹介記事をみると、ファンデーションにもスキンケア成分が入っていて肌に良さそうな感じだから。,30-34歳,未婚,リキッドタイプ,ドラッグストア,容器はなるべく簡単に分別できるようにしてほしい。買う時すごく迷ってしまうので、大体どの年代を中心に考えて作ったかをもっと明確に表示してほしい。
8074,1,エクスボーテ,カバー力,値段が高い,ない,,,35-39歳,既婚（子供あり）,クリームタイプ,ブランド専門のインターネット通信販売,もう少し安くならないものかしら・・・。
8075,1,プラウディア,ｱﾈｯｻは汗や水にも強くていい,厚塗りにみえてします,ない,,,25-29歳,未婚,パウダリータイプ,ドラッグストア,もっと、汗や水にも強いのがあるといい
8076,1,レヴュー,自分の肌に合う,特になし,ない,,,35-39歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,カバー力が高くて、落とすのが楽ならよい
8077,1,その他,使いやすさ、購入のしやすさ,パフがいまいち,ある,CHANEL,発色がきれい,30-34歳,既婚（子供あり）,パウダリータイプ,大型スーパー,パフの雑菌が気になる。
8078,1,その他,他のメーカーは使うと顔が痒くなったりするけど、このメーカーのものは肌に合ってる。,特にない,ない,,,35-39歳,未婚,パウダリータイプ,ブランド専門のインターネット通信販売,それだけをつけて自然な感じに仕上がったらもっといいと思います。
8079,1,その他,のびがよく、肌が綺麗に見える感じがよい。,もう少しカバー力があるといい。,ない,,,35-39歳,既婚（子供あり）,リキッドタイプ,大型スーパー,毛穴のカバーとシミ、くすみのカバー力があればいい。
8080,1,その他,リキッドなのに、べたべたせずにさらっとのびる。よくのびるので、化粧ムラができにくい。粉浮きしにくい。,暑い日などは、時間がたつとベタつきやすい。,ある,エリクシール,化粧水、乳液を使ってみたら、肌に合いそうな感じだったので。,30-34歳,既婚（子供あり）,リキッドタイプ,デパート,クリームタイプを使った事がまだ無いので、一度使ってみたい。店頭に並んでいる色見本は、あまりあてにならない。テスターを試していると、すぐ店員の方が来てしまうので、もっと気軽に試せるようにあまり頻繁に声をかけないで欲しい。
8081,1,その他,ムラが出にくいですね,金額が少し高いかな？,ない,,,25-29歳,未婚,パウダリータイプ,ディスカウント系のインターネット通信販売,毛穴が隠せたらいいですね
8082,1,セルフィット,安くて色合いもまあまあなところ,化粧もちが悪いところ,ある,その他,自分の年齢の女性が使うのにちょうどいい化粧品ではないかと思ったから,40-49歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,部分的に崩れやすいのが気になる。
8083,1,その他,スティックファンデーションなので手軽に使え、伸びがよくカバー力があり、リキッドファンデーションとクリームファンデーションの良いところ取りなところが良い,量が少ない？ついつい塗りすぎてしまう。,ある,マキアージュ,コマーシャルを見て「大人気ない」透明感を試してみたいと思ったから,30-34歳,既婚（子供あり）,その他,デパート,普段使い用の手軽に使えてカバー力の有る商品が欲しいところです。ティント乳液も良いのですがクリームファンデーションのような感じの保湿力の高いものを望みます。
8084,1,プラウディア,透明感がある,特にない,ない,,,30-34歳,既婚（子供あり）,リキッドタイプ,大型スーパー,肌の調子を整えるファンデがあったらいい
8085,1,その他,お手頃な値段デザイン,特になし,ある,マキアージュ,CMに出演している女優が好きだから,20-24歳,未婚,パウダリータイプ,デパート,全体的にもう少し安くなってくれると嬉しいです。
8086,1,その他,馴染みがよく、きめ細かいところ。,特になし。,ない,,,35-39歳,既婚（子供あり）,リキッドタイプ,デパート,服に付かないもので化粧落としが楽なの無いでしょうか？？
8087,1,RMK,リキッドでのびがよくて、くずれにくいところ,特にないです,ない,,,20-24歳,未婚,リキッドタイプ,デパート,くずれにくいのがいいです。
8088,1,レヴュー,レヴューシリーズの新作が出ると必ず買ってしまう。マット系ではないので、サラッと日常的に使えるところ。ケースの方も可愛い。,カバー力はあまりない。気合の入ったメイクをしたい時には使えない。,ある,マックスファクター（メーカー）,友人からの口コミで、かなり良いと聞いたから。自分にも合うかどうか試して見たい,25-29歳,既婚（子供あり）,パウダリータイプ,デパート,自分に合うものを見つけるのが難しい。長年使い続けているメーカーのものですら、確信がつかめていない。
8089,1,ちふれ,安く買えるのと、肌が荒れないところ,汗で落ちやすい,ない,,,30-34歳,既婚（子供あり）,パウダリータイプ,大型スーパー,ファンデーションだけで、うすくつけても、しみやそばかすが消せるといいなと思います
